OBJECTID,CASE_1,CASE_2,CASE_3,SYMBOL,TIME_ZONE,latitude,longitude
"53",Y,,,"1",D,47.08061,-122.68482
"53",Y,,,"1",D,47.08191,-122.69244
"53",Y,,,"1",D,47.08182,-122.68759
"53",Y,,,"1",D,47.08015,-122.69965
"53",Y,,,"1",D,47.07836,-122.70014
"53",Y,,,"1",D,47.07663,-122.7012
"53",Y,,,"1",D,47.07867,-122.69255
"53",Y,,,"1",D,47.08192,-122.6994
"53",Y,,,"1",D,47.08016,-122.69243
"53",Y,,,"1",D,47.08214,-122.68928
"53",Y,,,"1",D,47.08018,-122.68799
"53",Y,,,"1",D,47.07554,-122.69739
"53",Y,,,"1",D,47.07499,-122.70225
"53",Y,,,"1",D,47.0748,-122.70652
"53",Y,,,"1",D,47.0771,-122.70998
"53",Y,,,"1",D,47.07242,-122.7053
"53",Y,,,"1",D,47.07343,-122.7033
"53",Y,,,"1",D,47.07038,-122.7046
"53",Y,,,"1",D,47.09946,-122.68932
"53",Y,,,"1",D,47.09149,-122.69701
"53",Y,,,"1",D,47.08491,-122.70362
"53",Y,,,"1",D,47.08464,-122.69909
"53",Y,,,"1",D,47.09548,-122.68979
"53",Y,,,"1",D,47.09589,-122.69241
"53",Y,,,"1",D,47.09193,-122.69374
"53",Y,,,"1",D,47.08747,-122.69347
"53",Y,,,"1",D,47.08386,-122.69344
"53",Y,,,"1",D,47.08209,-122.6853
"53",Y,,,"1",D,46.90328,-122.49349
"53",Y,,,"1",D,46.89981,-122.49631
"53",Y,,,"1",D,46.89813,-122.49401
"53",Y,,,"1",D,46.889,-122.48852
"53",Y,,,"1",D,46.88189,-122.48867
"53",Y,,,"1",D,46.88017,-122.4919
"53",Y,,,"1",D,46.88085,-122.49175
"53",Y,,,"1",D,46.88423,-122.4924
"53",Y,,,"1",D,46.8757,-122.48798
"53",Y,,,"1",D,46.87873,-122.48749
"53",Y,,,"1",D,46.87789,-122.48756
"53",Y,,,"1",D,46.87724,-122.48773
"53",Y,,,"1",D,46.87413,-122.48871
"53",Y,,,"1",D,46.87359,-122.48886
"53",Y,,,"1",D,46.87466,-122.48847
"53",Y,,,"1",D,46.87517,-122.48822
"53",Y,,,"1",D,46.87956,-122.48758
"53",Y,,,"1",D,46.87889,-122.48749
"53",Y,,,"1",D,46.87814,-122.48754
"53",Y,,,"1",D,46.87625,-122.48844
"53",Y,,,"1",D,46.87686,-122.48815
"53",Y,,,"1",D,46.87773,-122.48759
"53",Y,,,"1",D,46.87748,-122.48765
"53",Y,,,"1",D,46.87973,-122.48761
"53",Y,,,"1",D,46.87907,-122.4875
"53",Y,,,"1",D,46.87839,-122.48751
"53",Y,,,"1",D,46.87661,-122.48825
"53",Y,,,"1",D,46.87856,-122.4875
"53",Y,,,"1",D,46.87923,-122.48752
"53",Y,,,"1",D,46.87641,-122.48835
"53",Y,,,"1",D,46.87662,-122.48706
"53",Y,,,"1",D,46.87786,-122.48675
"53",Y,,,"1",D,46.87834,-122.48675
"53",Y,,,"1",D,46.8781,-122.48675
"53",Y,,,"1",D,46.87959,-122.48675
"53",Y,,,"1",D,46.87925,-122.48676
"53",Y,,,"1",D,46.87901,-122.48675
"53",Y,,,"1",D,46.87764,-122.48675
"53",Y,,,"1",D,46.87708,-122.48787
"53",Y,,,"1",D,46.8788,-122.48676
"53",Y,,,"1",D,46.87859,-122.48675
"53",Y,,,"1",D,46.87387,-122.48714
"53",Y,,,"1",D,46.87387,-122.48965
"53",Y,,,"1",D,46.87316,-122.48959
"53",Y,,,"1",D,46.87259,-122.48967
"53",Y,,,"1",D,46.87234,-122.48691
"53",Y,,,"1",D,46.8773,-122.48675
"53",Y,,,"1",D,46.87036,-122.48818
"53",Y,,,"1",D,46.86946,-122.4883
"53",Y,,,"1",D,46.86831,-122.48819
"53",Y,,,"1",D,46.86888,-122.49006
"53",Y,,,"1",D,46.86844,-122.49004
"53",Y,,,"1",D,46.86791,-122.48999
"53",Y,,,"1",D,46.86796,-122.48893
"53",Y,,,"1",D,46.87061,-122.49007
"53",Y,,,"1",D,46.87017,-122.49002
"53",Y,,,"1",D,46.86976,-122.49006
"53",Y,,,"1",D,46.86933,-122.49011
"53",Y,,,"1",D,46.86955,-122.48671
"53",Y,,,"1",D,46.86952,-122.48704
"53",Y,,,"1",D,46.86942,-122.48737
"53",Y,,,"1",D,46.8693,-122.4877
"53",Y,,,"1",D,46.87103,-122.48896
"53",Y,,,"1",D,46.87152,-122.48963
"53",Y,,,"1",D,46.87205,-122.48965
"53",Y,,,"1",D,46.9678,-122.55863
"53",Y,,,"1",D,46.9674,-122.55452
"53",Y,,,"1",D,46.96252,-122.55576
"53",Y,,,"1",D,46.9649,-122.56038
"53",Y,,,"1",D,46.96148,-122.56088
"53",Y,,,"1",D,46.96621,-122.56308
"53",Y,,,"1",D,46.96572,-122.56244
"53",Y,,,"1",D,46.96449,-122.56226
"53",Y,,,"1",D,46.96391,-122.56263
"53",Y,,,"1",D,46.96341,-122.56319
"53",Y,,,"1",D,46.96494,-122.56219
"53",Y,,,"1",D,46.96526,-122.56222
"53",Y,,,"1",D,46.96103,-122.56635
"53",Y,,,"1",D,46.95518,-122.5609
"53",Y,,,"1",D,46.9552,-122.55913
"53",Y,,,"1",D,46.95417,-122.56004
"53",Y,,,"1",D,46.95349,-122.56004
"53",Y,,,"1",D,46.9528,-122.56009
"53",Y,,,"1",D,46.95505,-122.56312
"53",Y,,,"1",D,46.95351,-122.56388
"53",Y,,,"1",D,46.95283,-122.56382
"53",Y,,,"1",D,46.95308,-122.56677
"53",Y,,,"1",D,46.95487,-122.56667
"53",Y,,,"1",D,46.95562,-122.56489
"53",Y,,,"1",D,46.95689,-122.56159
"53",Y,,,"1",D,46.95858,-122.55966
"53",Y,,,"1",D,46.95939,-122.56171
"53",Y,,,"1",D,46.95875,-122.56351
"53",Y,,,"1",D,46.95685,-122.56708
"53",Y,,,"1",D,46.9587,-122.56741
"53",Y,,,"1",D,46.95991,-122.5651
"53",Y,,,"1",D,46.95813,-122.56201
"53",Y,,,"1",D,46.95902,-122.5603
"53",Y,,,"1",D,46.95655,-122.56315
"53",Y,,,"1",D,46.95401,-122.56272
"53",Y,,,"1",D,46.95422,-122.56406
"53",Y,,,"1",D,46.95669,-122.56491
"53",Y,,,"1",D,46.9579,-122.56537
"53",Y,,,"1",D,46.9552,-122.56826
"53",Y,,,"1",D,46.95575,-122.56311
"53",Y,,,"1",D,46.95649,-122.56851
"53",Y,,,"1",D,46.95718,-122.55932
"53",Y,,,"1",D,46.95333,-122.56803
"53",Y,,,"1",D,46.95382,-122.56823
"53",Y,,,"1",D,46.95424,-122.56851
"53",Y,,,"1",D,46.95455,-122.56918
"53",Y,,,"1",D,46.95789,-122.55564
"53",Y,,,"1",D,46.95283,-122.5564
"53",Y,,,"1",D,46.95284,-122.54949
"53",Y,,,"1",D,46.95463,-122.55303
"53",Y,,,"1",D,46.95291,-122.55326
"53",Y,,,"1",D,46.95313,-122.55436
"53",Y,,,"1",D,46.95517,-122.55345
"53",Y,,,"1",D,46.95358,-122.55322
"53",Y,,,"1",D,46.95402,-122.55317
"53",Y,,,"1",D,46.95374,-122.55744
"53",Y,,,"1",D,46.95313,-122.55524
"53",Y,,,"1",D,46.95512,-122.55584
"53",Y,,,"1",D,46.95385,-122.5553
"53",Y,,,"1",D,46.95301,-122.55231
"53",Y,,,"1",D,46.95395,-122.55224
"53",Y,,,"1",D,46.95561,-122.55195
"53",Y,,,"1",D,46.95482,-122.55222
"53",Y,,,"1",D,46.9555,-122.55022
"53",Y,,,"1",D,46.95513,-122.55025
"53",Y,,,"1",D,46.95477,-122.55028
"53",Y,,,"1",D,46.95441,-122.55031
"53",Y,,,"1",D,46.95406,-122.55034
"53",Y,,,"1",D,46.95357,-122.54994
"53",Y,,,"1",D,46.95354,-122.55079
"53",Y,,,"1",D,46.95303,-122.55057
"53",Y,,,"1",D,46.95265,-122.5506
"53",Y,,,"1",D,46.9609,-122.57018
"53",Y,,,"1",D,46.96032,-122.57053
"53",Y,,,"1",D,46.95802,-122.57016
"53",Y,,,"1",D,46.95242,-122.56892
"53",Y,,,"1",D,46.94754,-122.55286
"53",Y,,,"1",D,46.94701,-122.55568
"53",Y,,,"1",D,46.94963,-122.54938
"53",Y,,,"1",D,46.95074,-122.55018
"53",Y,,,"1",D,46.9505,-122.55135
"53",Y,,,"1",D,46.94926,-122.55282
"53",Y,,,"1",D,46.94825,-122.5516
"53",Y,,,"1",D,46.94867,-122.55162
"53",Y,,,"1",D,46.94784,-122.55032
"53",Y,,,"1",D,46.94607,-122.54987
"53",Y,,,"1",D,46.94589,-122.55239
"53",Y,,,"1",D,46.94701,-122.55223
"53",Y,,,"1",D,46.94242,-122.55253
"53",Y,,,"1",D,46.93837,-122.55318
"53",Y,,,"1",D,46.94426,-122.5558
"53",Y,,,"1",D,46.94093,-122.55178
"53",Y,,,"1",D,46.94464,-122.55001
"53",Y,,,"1",D,46.94458,-122.55263
"53",Y,,,"1",D,46.93988,-122.55395
"53",Y,,,"1",D,46.93862,-122.55487
"53",Y,,,"1",D,46.95119,-122.54925
"53",Y,,,"1",D,46.95189,-122.55305
"53",Y,,,"1",D,46.95027,-122.55251
"53",Y,,,"1",D,46.95182,-122.55228
"53",Y,,,"1",D,46.95108,-122.55265
"53",Y,,,"1",D,46.95197,-122.55104
"53",Y,,,"1",D,46.95197,-122.55006
"53",Y,,,"1",D,46.95135,-122.55013
"53",Y,,,"1",D,46.95135,-122.55113
"53",Y,,,"1",D,46.94908,-122.55033
"53",Y,,,"1",D,46.94913,-122.55162
"53",Y,,,"1",D,46.94969,-122.55153
"53",Y,,,"1",D,46.94934,-122.551
"53",Y,,,"1",D,46.94964,-122.55028
"53",Y,,,"1",D,46.95031,-122.56721
"53",Y,,,"1",D,46.94987,-122.56714
"53",Y,,,"1",D,46.94953,-122.56687
"53",Y,,,"1",D,46.94929,-122.5664
"53",Y,,,"1",D,46.94908,-122.56594
"53",Y,,,"1",D,46.94881,-122.56556
"53",Y,,,"1",D,46.9485,-122.56529
"53",Y,,,"1",D,46.94811,-122.56518
"53",Y,,,"1",D,46.9477,-122.56512
"53",Y,,,"1",D,46.94645,-122.56533
"53",Y,,,"1",D,46.94591,-122.56527
"53",Y,,,"1",D,46.94553,-122.56504
"53",Y,,,"1",D,46.95234,-122.56807
"53",Y,,,"1",D,46.95189,-122.56792
"53",Y,,,"1",D,46.9473,-122.56523
"53",Y,,,"1",D,46.94696,-122.56528
"53",Y,,,"1",D,46.94514,-122.56474
"53",Y,,,"1",D,46.94175,-122.54966
"53",Y,,,"1",D,46.9414,-122.55035
"53",Y,,,"1",D,46.9408,-122.54983
"53",Y,,,"1",D,46.94115,-122.54912
"53",Y,,,"1",D,46.94283,-122.55182
"53",Y,,,"1",D,46.94291,-122.55078
"53",Y,,,"1",D,46.94232,-122.55022
"53",Y,,,"1",D,46.94203,-122.55109
"53",Y,,,"1",D,46.94082,-122.54823
"53",Y,,,"1",D,46.94003,-122.54815
"53",Y,,,"1",D,46.93982,-122.54899
"53",Y,,,"1",D,46.94037,-122.54922
"53",Y,,,"1",D,46.94287,-122.5497
"53",Y,,,"1",D,46.94239,-122.54906
"53",Y,,,"1",D,46.94198,-122.54854
"53",Y,,,"1",D,46.94151,-122.54823
"53",Y,,,"1",D,46.93825,-122.54864
"53",Y,,,"1",D,46.93886,-122.54857
"53",Y,,,"1",D,46.93932,-122.54853
"53",Y,,,"1",D,46.9243,-122.52532
"53",Y,,,"1",D,46.92569,-122.52593
"53",Y,,,"1",D,46.93287,-122.54119
"53",Y,,,"1",D,46.93196,-122.54119
"53",Y,,,"1",D,46.93107,-122.54119
"53",Y,,,"1",D,46.93198,-122.53853
"53",Y,,,"1",D,46.93106,-122.53851
"53",Y,,,"1",D,46.9297,-122.54148
"53",Y,,,"1",D,46.92939,-122.53995
"53",Y,,,"1",D,46.92925,-122.53871
"53",Y,,,"1",D,46.92927,-122.53766
"53",Y,,,"1",D,46.92539,-122.52706
"53",Y,,,"1",D,46.92658,-122.52794
"53",Y,,,"1",D,46.92713,-122.52894
"53",Y,,,"1",D,46.92759,-122.52984
"53",Y,,,"1",D,46.92785,-122.53069
"53",Y,,,"1",D,46.92821,-122.53147
"53",Y,,,"1",D,46.92782,-122.53229
"53",Y,,,"1",D,46.93008,-122.53487
"53",Y,,,"1",D,46.92921,-122.53487
"53",Y,,,"1",D,46.92816,-122.53486
"53",Y,,,"1",D,46.9302,-122.53667
"53",Y,,,"1",D,46.9296,-122.53666
"53",Y,,,"1",D,46.93012,-122.53574
"53",Y,,,"1",D,46.92792,-122.53313
"53",Y,,,"1",D,46.92921,-122.534
"53",Y,,,"1",D,46.92803,-122.53399
"53",Y,,,"1",D,46.92939,-122.53572
"53",Y,,,"1",D,46.92844,-122.53575
"53",Y,,,"1",D,46.92868,-122.53666
"53",Y,,,"1",D,46.93563,-122.55787
"53",Y,,,"1",D,46.93585,-122.55628
"53",Y,,,"1",D,46.93549,-122.55759
"53",Y,,,"1",D,46.93744,-122.55486
"53",Y,,,"1",D,46.93709,-122.55792
"53",Y,,,"1",D,46.93695,-122.55763
"53",Y,,,"1",D,46.93612,-122.556
"53",Y,,,"1",D,46.93628,-122.55838
"53",Y,,,"1",D,46.93574,-122.55731
"53",Y,,,"1",D,46.93771,-122.55458
"53",Y,,,"1",D,46.93588,-122.55837
"53",Y,,,"1",D,46.93641,-122.55657
"53",Y,,,"1",D,46.93654,-122.55763
"53",Y,,,"1",D,46.9356,-122.55702
"53",Y,,,"1",D,46.93669,-122.55793
"53",Y,,,"1",D,46.93593,-122.55643
"53",Y,,,"1",D,46.93696,-122.55641
"53",Y,,,"1",D,46.93683,-122.55821
"53",Y,,,"1",D,46.93655,-122.55685
"53",Y,,,"1",D,46.93615,-122.55686
"53",Y,,,"1",D,46.9368,-122.55734
"53",Y,,,"1",D,46.93528,-122.55718
"53",Y,,,"1",D,46.93629,-122.55714
"53",Y,,,"1",D,46.93588,-122.55758
"53",Y,,,"1",D,46.93723,-122.5582
"53",Y,,,"1",D,46.93614,-122.55808
"53",Y,,,"1",D,46.93545,-122.55672
"53",Y,,,"1",D,46.9375,-122.55748
"53",Y,,,"1",D,46.93764,-122.55777
"53",Y,,,"1",D,46.93601,-122.55658
"53",Y,,,"1",D,46.93626,-122.55628
"53",Y,,,"1",D,46.9372,-122.55689
"53",Y,,,"1",D,46.93717,-122.55606
"53",Y,,,"1",D,46.93686,-122.55605
"53",Y,,,"1",D,46.93742,-122.55661
"53",Y,,,"1",D,46.93765,-122.55637
"53",Y,,,"1",D,46.93782,-122.55828
"53",Y,,,"1",D,46.93588,-122.55797
"53",Y,,,"1",D,46.93778,-122.55728
"53",Y,,,"1",D,46.93735,-122.55719
"53",Y,,,"1",D,46.93768,-122.55681
"53",Y,,,"1",D,46.93691,-122.54851
"53",Y,,,"1",D,46.93727,-122.5553
"53",Y,,,"1",D,46.93782,-122.55519
"53",Y,,,"1",D,46.93452,-122.55729
"53",Y,,,"1",D,46.93776,-122.558
"53",Y,,,"1",D,46.93676,-122.54965
"53",Y,,,"1",D,46.93248,-122.54914
"53",Y,,,"1",D,46.93247,-122.55
"53",Y,,,"1",D,46.93246,-122.55086
"53",Y,,,"1",D,46.93463,-122.5532
"53",Y,,,"1",D,46.93684,-122.55199
"53",Y,,,"1",D,46.93675,-122.55079
"53",Y,,,"1",D,46.93756,-122.55598
"53",Y,,,"1",D,46.93684,-122.55575
"53",Y,,,"1",D,46.93654,-122.55559
"53",Y,,,"1",D,46.9374,-122.55376
"53",Y,,,"1",D,46.93646,-122.55374
"53",Y,,,"1",D,46.93476,-122.55818
"53",Y,,,"1",D,46.93492,-122.55771
"53",Y,,,"1",D,46.93508,-122.55804
"53",Y,,,"1",D,46.93613,-122.5614
"53",Y,,,"1",D,46.93767,-122.56259
"53",Y,,,"1",D,46.93655,-122.55974
"53",Y,,,"1",D,46.93602,-122.56049
"53",Y,,,"1",D,46.9371,-122.56002
"53",Y,,,"1",D,46.93533,-122.55984
"53",Y,,,"1",D,46.93564,-122.56012
"53",Y,,,"1",D,46.93725,-122.56037
"53",Y,,,"1",D,46.93494,-122.56034
"53",Y,,,"1",D,46.93643,-122.55867
"53",Y,,,"1",D,46.93696,-122.55973
"53",Y,,,"1",D,46.93547,-122.55997
"53",Y,,,"1",D,46.9375,-122.55964
"53",Y,,,"1",D,46.93632,-122.55924
"53",Y,,,"1",D,46.93657,-122.55895
"53",Y,,,"1",D,46.93618,-122.55896
"53",Y,,,"1",D,46.93686,-122.5603
"53",Y,,,"1",D,46.93697,-122.55849
"53",Y,,,"1",D,46.93522,-122.55973
"53",Y,,,"1",D,46.93482,-122.56022
"53",Y,,,"1",D,46.93508,-122.56048
"53",Y,,,"1",D,46.93748,-122.55872
"53",Y,,,"1",D,46.93669,-122.56002
"53",Y,,,"1",D,46.93682,-122.55945
"53",Y,,,"1",D,46.93577,-122.55941
"53",Y,,,"1",D,46.93738,-122.55932
"53",Y,,,"1",D,46.93762,-122.55906
"53",Y,,,"1",D,46.93523,-122.56062
"53",Y,,,"1",D,46.93603,-122.55867
"53",Y,,,"1",D,46.93593,-122.55967
"53",Y,,,"1",D,46.93489,-122.56085
"53",Y,,,"1",D,46.93415,-122.55988
"53",Y,,,"1",D,46.9356,-122.55914
"53",Y,,,"1",D,46.93572,-122.56255
"53",Y,,,"1",D,46.93498,-122.55952
"53",Y,,,"1",D,46.9347,-122.56011
"53",Y,,,"1",D,46.93578,-122.56114
"53",Y,,,"1",D,46.93613,-122.5606
"53",Y,,,"1",D,46.93624,-122.56071
"53",Y,,,"1",D,46.93419,-122.56089
"53",Y,,,"1",D,46.93566,-122.56102
"53",Y,,,"1",D,46.93705,-122.56067
"53",Y,,,"1",D,46.93723,-122.55901
"53",Y,,,"1",D,46.93543,-122.55886
"53",Y,,,"1",D,46.93634,-122.56029
"53",Y,,,"1",D,46.93395,-122.5586
"53",Y,,,"1",D,46.9353,-122.55934
"53",Y,,,"1",D,46.93545,-122.56083
"53",Y,,,"1",D,46.93451,-122.56091
"53",Y,,,"1",D,46.93381,-122.5589
"53",Y,,,"1",D,46.93574,-122.55981
"53",Y,,,"1",D,46.93771,-122.55854
"53",Y,,,"1",D,46.93449,-122.56019
"53",Y,,,"1",D,46.93565,-122.56058
"53",Y,,,"1",D,46.93594,-122.56016
"53",Y,,,"1",D,46.93738,-122.56057
"53",Y,,,"1",D,46.93532,-122.55269
"53",Y,,,"1",D,46.93532,-122.55203
"53",Y,,,"1",D,46.93245,-122.55354
"53",Y,,,"1",D,46.93252,-122.55403
"53",Y,,,"1",D,46.93435,-122.55074
"53",Y,,,"1",D,46.93435,-122.55137
"53",Y,,,"1",D,46.93529,-122.55138
"53",Y,,,"1",D,46.93529,-122.55074
"53",Y,,,"1",D,46.93529,-122.54947
"53",Y,,,"1",D,46.93529,-122.55011
"53",Y,,,"1",D,46.93436,-122.5501
"53",Y,,,"1",D,46.93436,-122.54947
"53",Y,,,"1",D,46.93266,-122.55574
"53",Y,,,"1",D,46.93282,-122.55632
"53",Y,,,"1",D,46.93365,-122.55534
"53",Y,,,"1",D,46.93319,-122.55728
"53",Y,,,"1",D,46.93303,-122.5568
"53",Y,,,"1",D,46.93323,-122.55155
"53",Y,,,"1",D,46.93186,-122.55151
"53",Y,,,"1",D,46.93192,-122.55199
"53",Y,,,"1",D,46.93323,-122.55203
"53",Y,,,"1",D,46.93254,-122.55514
"53",Y,,,"1",D,46.93243,-122.55458
"53",Y,,,"1",D,46.9332,-122.54809
"53",Y,,,"1",D,46.93321,-122.54851
"53",Y,,,"1",D,46.93181,-122.54849
"53",Y,,,"1",D,46.93181,-122.54808
"53",Y,,,"1",D,46.93548,-122.54851
"53",Y,,,"1",D,46.93502,-122.54851
"53",Y,,,"1",D,46.93464,-122.54852
"53",Y,,,"1",D,46.93417,-122.54851
"53",Y,,,"1",D,46.93345,-122.55771
"53",Y,,,"1",D,46.93352,-122.55862
"53",Y,,,"1",D,46.93438,-122.552
"53",Y,,,"1",D,46.93445,-122.55264
"53",Y,,,"1",D,46.93474,-122.55468
"53",Y,,,"1",D,46.93436,-122.55482
"53",Y,,,"1",D,46.93273,-122.553
"53",Y,,,"1",D,46.93266,-122.55249
"53",Y,,,"1",D,46.93417,-122.55331
"53",Y,,,"1",D,46.93394,-122.55355
"53",Y,,,"1",D,46.9335,-122.55395
"53",Y,,,"1",D,46.93346,-122.55349
"53",Y,,,"1",D,46.93443,-122.55401
"53",Y,,,"1",D,46.93413,-122.55433
"53",Y,,,"1",D,46.93351,-122.5548
"53",Y,,,"1",D,46.93344,-122.55441
"53",Y,,,"1",D,46.93425,-122.55541
"53",Y,,,"1",D,46.93451,-122.55647
"53",Y,,,"1",D,46.93396,-122.55576
"53",Y,,,"1",D,46.93371,-122.55613
"53",Y,,,"1",D,46.93412,-122.55601
"53",Y,,,"1",D,46.93389,-122.55633
"53",Y,,,"1",D,46.93433,-122.55571
"53",Y,,,"1",D,46.935,-122.55559
"53",Y,,,"1",D,46.93458,-122.55883
"53",Y,,,"1",D,46.93516,-122.55839
"53",Y,,,"1",D,46.91801,-122.51581
"53",Y,,,"1",D,46.91648,-122.50974
"53",Y,,,"1",D,46.91608,-122.50879
"53",Y,,,"1",D,46.91568,-122.50777
"53",Y,,,"1",D,46.92261,-122.52391
"53",Y,,,"1",D,46.92025,-122.52146
"53",Y,,,"1",D,46.91929,-122.52031
"53",Y,,,"1",D,46.91862,-122.51896
"53",Y,,,"1",D,46.9217,-122.52263
"53",Y,,,"1",D,46.92118,-122.52199
"53",Y,,,"1",D,46.91587,-122.50624
"53",Y,,,"1",D,46.91811,-122.5142
"53",Y,,,"1",D,46.91763,-122.51328
"53",Y,,,"1",D,46.9169,-122.51129
"53",Y,,,"1",D,46.91816,-122.51798
"53",Y,,,"1",D,46.91801,-122.51721
"53",Y,,,"1",D,46.91072,-122.49923
"53",Y,,,"1",D,46.913,-122.5023
"53",Y,,,"1",D,46.9136,-122.50363
"53",Y,,,"1",D,46.91449,-122.50573
"53",Y,,,"1",D,46.89442,-122.46407
"53",Y,,,"1",D,46.89501,-122.46422
"53",Y,,,"1",D,46.89595,-122.46458
"53",Y,,,"1",D,46.89752,-122.46896
"53",Y,,,"1",D,46.89161,-122.47445
"53",Y,,,"1",D,46.893,-122.47462
"53",Y,,,"1",D,46.89333,-122.47476
"53",Y,,,"1",D,46.89272,-122.47449
"53",Y,,,"1",D,46.88608,-122.47596
"53",Y,,,"1",D,46.88772,-122.46826
"53",Y,,,"1",D,46.87987,-122.48372
"53",Y,,,"1",D,46.88316,-122.481
"53",Y,,,"1",D,46.89394,-122.46376
"53",Y,,,"1",D,46.89244,-122.46309
"53",Y,,,"1",D,46.89162,-122.46391
"53",Y,,,"1",D,46.89075,-122.46428
"53",Y,,,"1",D,46.89367,-122.46434
"53",Y,,,"1",D,46.89327,-122.46322
"54",Y,,,"1",C,46.87272,-122.43777
"54",Y,,,"1",C,46.87108,-122.44258
"54",Y,,,"1",C,46.86776,-122.4639
"54",Y,,,"1",C,46.86554,-122.44756
"54",Y,,,"1",C,46.86726,-122.44759
"53",Y,,,"1",D,46.87472,-122.47368
"53",Y,,,"1",D,46.87798,-122.48377
"53",Y,,,"1",D,46.8774,-122.48148
"53",Y,,,"1",D,46.87954,-122.4805
"53",Y,,,"1",D,46.87343,-122.48295
"53",Y,,,"1",D,46.87523,-122.48163
"53",Y,,,"1",D,46.87342,-122.48162
"53",Y,,,"1",D,46.87525,-122.48364
"53",Y,,,"1",D,46.87527,-122.48565
"53",Y,,,"1",D,46.8739,-122.48496
"53",Y,,,"1",D,46.87299,-122.48494
"53",Y,,,"1",D,46.86934,-122.4834
"53",Y,,,"1",D,46.86928,-122.48271
"53",Y,,,"1",D,46.86918,-122.48201
"53",Y,,,"1",D,46.87163,-122.4836
"53",Y,,,"1",D,46.86882,-122.4841
"53",Y,,,"1",D,46.87016,-122.4841
"53",Y,,,"1",D,46.86959,-122.48638
"53",Y,,,"1",D,46.86932,-122.48604
"53",Y,,,"1",D,46.86945,-122.48499
"53",Y,,,"1",D,46.86945,-122.48464
"53",Y,,,"1",D,46.86944,-122.48533
"53",Y,,,"1",D,46.8694,-122.48568
"53",Y,,,"1",D,46.8702,-122.48131
"53",Y,,,"1",D,46.86933,-122.48131
"54",Y,,,"1",C,46.86815,-122.48129
"54",Y,,,"1",C,46.86715,-122.47296
"54",Y,,,"1",C,46.86715,-122.47296
"54",Y,,,"1",C,46.86715,-122.47296
"54",Y,,,"1",C,46.86439,-122.47535
"54",Y,,,"1",C,46.86127,-122.45211
"54",Y,,,"1",C,46.86418,-122.45407
"54",Y,,,"1",C,46.86134,-122.44852
"54",Y,,,"1",C,46.86038,-122.4584
"54",Y,,,"1",C,46.86499,-122.46116
"54",Y,,,"1",C,46.8598,-122.4561
"54",Y,,,"1",C,46.86334,-122.45602
"54",Y,,,"1",C,46.8624,-122.45848
"54",Y,,,"1",C,46.85691,-122.45368
"54",Y,,,"1",C,46.85782,-122.45549
"54",Y,,,"1",C,46.85778,-122.45476
"54",Y,,,"1",C,46.85378,-122.45137
"54",Y,,,"1",C,46.85479,-122.45277
"54",Y,,,"1",C,46.85577,-122.45349
"54",Y,,,"1",C,46.85529,-122.45317
"54",Y,,,"1",C,46.85733,-122.45392
"54",Y,,,"1",C,46.85753,-122.45458
"54",Y,,,"1",C,46.85669,-122.45162
"54",Y,,,"1",C,46.85714,-122.45023
"54",Y,,,"1",C,46.85704,-122.45105
"54",Y,,,"1",C,46.85631,-122.45372
"54",Y,,,"1",C,46.85624,-122.45199
"54",Y,,,"1",C,46.85515,-122.45162
"54",Y,,,"1",C,46.85634,-122.44732
"54",Y,,,"1",C,46.85719,-122.44261
"54",Y,,,"1",C,46.85162,-122.43389
"54",Y,,,"1",C,46.85008,-122.36014
"54",Y,,,"1",C,46.84394,-122.37595
"54",Y,,,"1",C,46.84547,-122.36352
"54",Y,,,"1",C,46.84536,-122.37685
"54",Y,,,"1",C,46.84469,-122.37958
"54",Y,,,"1",C,46.84462,-122.38624
"54",Y,,,"1",C,46.84435,-122.40717
"34",Y,Y,,"2",D,47.2233,-122.36113
"34",Y,Y,,"2",D,47.22401,-122.36611
"34",Y,Y,,"2",D,47.22485,-122.3584
"34",Y,Y,,"2",D,47.227,-122.35748
"34",Y,Y,,"2",D,47.22264,-122.36428
"34",Y,Y,,"2",D,47.22485,-122.36555
"34",Y,Y,,"2",D,47.22135,-122.36058
"34",Y,Y,,"2",D,47.22425,-122.35768
"34",Y,Y,,"2",D,47.22141,-122.35866
"34",Y,Y,,"2",D,47.22246,-122.36183
"34",Y,Y,,"2",D,47.22531,-122.35745
"34",Y,Y,,"2",D,47.22534,-122.35865
"34",Y,Y,,"2",D,47.22131,-122.36198
"34",Y,Y,,"2",D,47.22164,-122.35759
"34",Y,Y,,"2",D,47.22121,-122.35745
"34",Y,Y,,"2",D,47.22747,-122.3578
"34",Y,Y,,"2",D,47.22755,-122.35945
"34",Y,Y,,"2",D,47.22252,-122.36527
"34",Y,Y,,"2",D,47.22414,-122.36548
"34",Y,Y,,"2",D,47.22139,-122.35917
"34",Y,Y,,"2",D,47.2214,-122.35882
"34",Y,Y,,"2",D,47.22464,-122.36727
"34",Y,Y,,"2",D,47.22201,-122.36079
"34",Y,Y,,"2",D,47.22205,-122.35859
"34",Y,Y,,"2",D,47.22711,-122.36294
"34",Y,Y,,"2",D,47.22756,-122.36662
"34",Y,Y,,"2",D,47.22782,-122.36814
"34",Y,Y,,"2",D,47.22464,-122.36953
"34",Y,Y,,"2",D,47.22523,-122.37701
"34",Y,Y,,"2",D,47.22285,-122.37683
